도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
이화마을 작은도서관,서울특별시,종로구,작은도서관,일+법정공휴일,10:00,17:00,13:00,17:00,00:00,00:00,32,9302,0,0,5,15,서울특별시 종로구 이화장길 33(이화동 주민센터 2층),새마을문고 이화동분회,02-2148-5309,,90,http://lib.jongno.go.kr/,37.5769802,127.0043471,2022-04-18,3000000,서울특별시 종로구
혜화마을 북카페,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,16,6546,0,0,5,15,서울특별시 종로구 혜화로 12(혜화동 자치회관 4층),새마을문고 혜화동분회,02-2148-5339,,47.2,http://lib.jongno.go.kr/,37.5868552,127.0005661,2022-04-18,3000000,서울특별시 종로구
창이 작은도서관,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,22,6933,0,0,5,15,서울특별시 종로구 창신길 62(창신2동 주민센터 2층),새마을문고 창신2동분회,02-2148-5439,,64,http://lib.jongno.go.kr/,37.5744498,127.0108719,2022-04-18,3000000,서울특별시 종로구
숭인마루 작은도서관,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,18,6476,0,0,5,15,서울특별시 종로구 지봉로 86(숭인1동 주민센터 2층),새마을문고 숭인1동분회,02-2148-5496,,69,http://lib.jongno.go.kr/,37.5778226,127.0156271,2022-04-18,3000000,서울특별시 종로구
영암도서관,전라남도,영암군,공공도서관,국경일,08:00,22:00,08:00,22:00,08:00,22:00,582,152288,13,12231,5,14,전라남도 영암군 영암읍 교동로 89-5,전라남도 영암군청,061-470-6821,5500,2473,http://library.yeongam.go.kr/,34.7979979,126.6936464,2022-04-13,4940000,전라남도 영암군
삼호도서관,전라남도,영암군,공공도서관,국경일,08:00,22:00,08:00,22:00,08:00,22:00,494,111600,15,16910,5,14,전라남도 영암군 삼호읍 삼호중앙로 140,전라남도 영암군청,061-470-6832,4221,2430,http://library.yeongam.go.kr/,34.744802,126.4665346,2022-04-13,4940000,전라남도 영암군
오정도서관,경기도,부천시,공공도서관,금+국가지정공휴일,07:00,22:00,07:00,22:00,00:00,00:00,500,81229,73,554,5,14,경기도 부천시 성오로 172,경기도 부천시청,032-625-4106,,2305,www.bcl.go.kr,37.52834862,126.7960259,2022-08-22,3860000,경기도 부천시
역곡도서관,경기도,부천시,공공도서관,월+국가지정공휴일,07:00,22:00,07:00,22:00,00:00,00:00,260,41825,58,321,5,14,경기도 부천시 지봉로51번길 54,경기도 부천시청,032-625-4594,2380,1494,www.bcl.go.kr,37.48828598,126.8034296,2022-08-22,3860000,경기도 부천시
복사꽃필무렵작은도서관,경기도,부천시,작은도서관,일+국가지정공휴일,09:00,18:00,09:00,13:00,00:00,00:00,50,19295,7,0,5,14,경기도 부천시 성주로249번길 19,사회복지법인 기독교대한감리회사회복지재단 부천제일교회,032-665-6053,,140.6,www.bcl.go.kr,37.48066277,126.7801796,2022-08-22,3860000,경기도 부천시
아름드리도서관,경기도,부천시,작은도서관,일+국가지정공휴일,09:00,18:00,09:00,14:00,00:00,00:00,36,17451,9,0,5,14,경기도 부천시 삼작로 52,사회복지법인 대한예수회장로교총회 한국장로교복지재단,032-323-3160,,85,www.bcl.go.kr,37.51975033,126.7664762,2022-08-22,3860000,경기도 부천시
약대신나는가족도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,10:00,15:00,00:00,00:00,29,17251,9,75,5,14,경기도 부천시 수도로 44,재단법인 대한예수교장로회 서울노회 유지재단,032-682-5800,,105,www.bcl.go.kr,37.51330628,126.7713111,2022-08-22,3860000,경기도 부천시
사랑나무가족도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,10:00,19:00,10:00,17:00,00:00,00:00,40,16767,7,0,5,14,경기도 부천시 계남로 336,한국노총 부천김포지역지부,032-661-3034,,160,www.bcl.go.kr,37.50072679,126.7828947,2022-08-22,3860000,경기도 부천시
서귀포기적의도서관,제주특별자치도,서귀포시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,18:00,09:00,18:00,09:00,22:00,80,68432,26,3628,5,15,제주특별자치도 서귀포시 일주동로 8593,제주특별자치도 서귀포시청,064-732-3251,16190,911,http://lib.jeju.go.kr/,33.2543139,126.5699888,2022-05-31,6520000,제주특별자치도 서귀포시
민들레홀씨작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,42,14633,5,0,5,14,경기도 부천시 상동로117번길 48,사회복지법인 룸비니,032-322-9702,,186,www.bcl.go.kr,37.50822292,126.7508681,2022-08-22,3860000,경기도 부천시
진말책향기작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,9049,10,0,5,14,경기도 부천시 장말로351번길 9,지역사회교육 사회적협동조합,032-661-8366,,141.96,www.bcl.go.kr,37.49092729,126.7806083,2022-08-22,3860000,경기도 부천시
상동어울마당작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,50,7860,26,11,5,14,경기도 부천시 석천로16번길 50,사회복지법인 양지바른,032-612-5615,,243.18,www.bcl.go.kr,37.48887035,126.7627794,2022-08-22,3860000,경기도 부천시
상동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,15,7282,13,0,5,14,경기도 부천시 길주로 지하 104,경기도 부천시청,032-625-4786,,52.5,www.bcl.go.kr,37.50580985,126.753187,2022-08-22,3860000,경기도 부천시
숲속작은도서관,경기도,부천시,작은도서관,월+국가지정공휴일,11:00,20:00,09:00,17:00,00:00,00:00,30,10261,14,0,5,14,경기도 부천시 소향로 162,경기도 부천시청,032-625-4555,,140.09,www.bcl.go.kr,37.5006043,126.7637161,2022-08-22,3860000,경기도 부천시
신중동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,22,7806,13,0,5,14,경기도 부천시 길주로 지하 314,경기도 부천시청,032-625-4787,,100.59,www.bcl.go.kr,37.50296419,126.7764902,2022-08-22,3860000,경기도 부천시
신흥어울마당작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,79,6196,12,19,5,14,경기도 부천시 삼작로 109,경기도 부천시청,032-625-4691,,411.85,www.bcl.go.kr,37.52045991,126.7733416,2022-08-22,3860000,경기도 부천시
도란도란작은도서관,경기도,부천시,작은도서관,일+국가지정공휴일,09:00,18:00,09:00,13:00,00:00,00:00,50,23204,16,0,5,14,경기도 부천시 고리울로 79,사회복지법인 행복복지재단,032-679-9702,,161,www.bcl.go.kr,37.52706253,126.8248197,2022-08-22,3860000,경기도 부천시
새마을문고정촌지회(정촌글샘),경상남도,진주시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,8,8400,0,0,8400,14,경상남도 진주시 정촌면 정촌로 57(정촌면사무소),새마을문고정촌지회(정촌글샘),055-749-3066,,56,,35.13142904,128.1026124,2022-08-01,5310000,경상남도 진주시
상평동 새마을 작은도서관,경상남도,진주시,작은도서관,금+토+일+공휴일,10:00,16:00,00:00,00:00,00:00,00:00,24,4589,0,0,4589,14,"경상남도 진주시 솔밭로80번길 18, 상평동주민센터",상평동 새마을 작은도서관,055-749-2661,,43,,35.1760983,128.1090763,2022-08-01,5310000,경상남도 진주시
상봉동 새마을 작은도서관,경상남도,진주시,작은도서관,일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,25,4750,6,0,4750,7,경상남도 진주시 비봉로85번길 12(상봉동현장민원실),상봉동 새마을 작은도서관,055-749-2645,,49.5,,35.19828971,128.0780432,2022-08-01,5310000,경상남도 진주시
상대동 새마을 열린도서관,경상남도,진주시,작은도서관,토+일+공휴일,10:00,16:00,00:00,00:00,00:00,00:00,20,6673,0,0,6673,14,경상남도 진주시 돗골로 168(구 상대1동주민센터내),상대동 새마을 열린도서관,055-749-4168,,46.8,,35.18325355,128.1121431,2022-08-01,5310000,경상남도 진주시
빛나는 도서관,경상남도,진주시,작은도서관,토+일+공휴일,10:00,17:00,00:00,00:00,00:00,00:00,18,3300,0,30,3300,7,경상남도 진주시 사들로 157(혁신도시엘에이치아파트1단지)LH1단지,빛나는 혁신LH 1단지 도서관,,,77.3,,35.1819256,128.1479717,2022-08-01,5310000,경상남도 진주시
비실마을북카페 작은도서관,경상남도,진주시,작은도서관,토+일+공휴일,14:00,17:00,00:00,00:00,00:00,00:00,20,1500,0,0,1500,0,경상남도 진주시 명석면 진주대로1706번길 172,비실마을북카페 작은도서관,,,120,,35.23235647,128.0306994,2022-08-01,5310000,경상남도 진주시
미누마루도서관,경상남도,진주시,작은도서관,토+일+공휴일,09:30,16:30,00:00,00:00,00:00,00:00,40,2819,0,0,2819,14,"경상남도 진주시 평거로 9번길 15,(평거동) 3층",미누마루도서관,055-743-0410,,142,,35.17274352,128.0616385,2022-08-01,5310000,경상남도 진주시
망경한보 도담 작은도서관,경상남도,진주시,작은도서관,공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,1500,0,0,1500,0,"경상남도 진주시 망경로 234-5(망경동, 망경한보아파트)",망경한보 도담 작은도서관,,,60.35,,35.18241439,128.0794881,2022-08-01,5310000,경상남도 진주시
라온누리도서관,경상남도,진주시,작은도서관,토+일+공휴일,14:00,17:00,00:00,00:00,00:00,00:00,28,1850,0,0,1850,0,경상남도 진주시 대밭골로 92,라온누리도서관,,,98,,35.18076097,128.1493932,2022-08-01,5310000,경상남도 진주시
디딤돌 문고,경상남도,진주시,작은도서관,일+공휴일,12:30,20:30,11:30,19:00,00:00,00:00,45,11500,0,0,11500,21,경상남도 진주시 망경로 279,디딤돌 문고,070-8809-6758,,169,,35.18500764,128.083718,2022-08-01,5310000,경상남도 진주시
동진주 어린이 작은도서관,경상남도,진주시,작은도서관,일+공휴일,10:00,20:00,10:00,19:00,00:00,00:00,17,3317,0,0,3317,14,"경상남도 진주시 도동천로 262, 동진주어린이작은도서관",동진주 어린이 작은도서관,,,72,,35.1903273,128.1238805,2022-08-01,5310000,경상남도 진주시
동일스위트 혜윰 작은도서관,경상남도,진주시,작은도서관,화+목+토+일+공휴일,19:00,21:00,00:00,00:00,00:00,00:00,30,5000,0,0,5000,0,경상남도 진주시 공단로 30(동일스위트아파트),동일스위트 혜윰 작은도서관,070-4136-8951,,74,,35.17376001,128.1036654,2022-08-01,5310000,경상남도 진주시
동산 새마을작은도서관,경상남도,진주시,작은도서관,월,09:30,16:30,09:30,13:30,09:30,13:30,12,2650,0,0,2650,14,경상남도 진주시 비봉로30번길 9(동산교회),동산 새마을작은도서관,055-743-8511,,33,,35.19380707,128.0817396,2022-08-01,5310000,경상남도 진주시
더프라임작은도서관,경상남도,진주시,작은도서관,토+일+공휴일,14:00,17:00,00:00,00:00,00:00,00:00,15,2000,0,0,2000,0,경상남도 진주시 소호로19번길 11,중흥S클래스더프라임,,,65,,35.16971919,128.1334437,2022-08-01,5310000,경상남도 진주시
울산동부도서관,울산광역시,동구,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,654,265685,599,41421,5,14,울산광역시 동구 봉수로 505,울산광역시교육청,052-241-2300,14076,3375,https://www.usdl.or.kr/,35.528204,129.425026,2022-06-17,7480000,울산광역시교육청
울산중부도서관,울산광역시,중구,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,314,287584,374,8743,5,14,울산광역시 중구 시계탑거리38,울산광역시교육청,052-210-6506,783,1332,https://www.usjl.or.kr/,35.553595,129.321506,2022-06-17,7480000,울산광역시교육청
마포평생학습관,서울특별시,마포구,공공도서관,"매월 2,4번째 월요일 및 일요일을 제외한 관공서의 공휴일",09:00,20:00,09:00,17:00,09:00,17:00,2039,262907,441,20649,10,14,서울특별시 마포구 홍익로 2길 16,서울특별시교육청마포평생학습관,02-2137-0000,4400,9716,https://mpllc.sen.go.kr,37.55432192,126.9242273,2022-06-20,7010000,서울특별시교육청
배다리도서관,경기도,평택시,공공도서관,매월 월요일(1+3번째)+국가지정공휴일,09:00,22:00,09:00,20:00,09:00,20:00,915,218501,102,13063,15,14,경기도 평택시 죽백6로 20,경기도 평택시청,031-8024-5553,13046,5132,https://www.ptlib.go.kr,37.0022317134,127.1193939879,2022-05-31,3910000,경기도 평택시
비전도서관,경기도,평택시,공공도서관,매월 월요일(2+4번째)+국가지정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,554,119740,71,15166,15,14,경기도 평택시 비전로 27,경기도 평택시청,031-8024-5476,2210,2616,http://www.ptlib.go.kr,36.995854,127.0937116425,2022-05-31,3910000,경기도 평택시
팽성도서관,경기도,평택시,공공도서관,매월 월요일(1+3번째)+국가지정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,215,73742,65,6779,15,14,경기도 평택시 팽성읍 안정로95번길 15-25,경기도 평택시청,031-8024-5481,2000,969,http://www.ptlib.go.kr,36.9649177873,127.0518024454,2022-05-31,3910000,경기도 평택시
안중도서관,경기도,평택시,공공도서관,매월 월요일(1+3번째)+국가지정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,723,178905,64,9652,15,14,경기도 평택시 안중읍 서동대로 1531,경기도 평택시청,031-8024-8344,4841,4200,http://www.ptlib.go.kr,36.9901366010,126.9201523656,2022-05-31,3910000,경기도 평택시
지산초록도서관,경기도,평택시,공공도서관,매월 월요일(2+4번째)+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,325,151297,72,8234,15,14,경기도 평택시 지산로 48,경기도 평택시청,031-8024-7451,1741,2187,http://www.ptlib.go.kr,37.078929,127.0603419658,2022-05-31,3910000,경기도 평택시
오성도서관,경기도,평택시,공공도서관,월요일+일요일+국가지정공휴일,10:00,19:00,09:00,18:00,00:00,00:00,170,46267,35,2415,15,14,경기도 평택시 오성면 오성새싹길 3,경기도 평택시청,031-8024-8565,853,729,http://www.ptlib.go.kr,37.0077310331,126.979715,2022-05-31,3910000,경기도 평택시
호반 작은도서관,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",15:00,17:00,0:00,0:00,0:00,0:00,20,1030,0,0,3,7,울산광역시 남구 테크노산업로44번길 50(옥동),울산광역시 남구 대공원 호반베르디움,052-256-0333,115.9,115.9,,35.51462484,129.2936605,2022-05-30,3700000,울산광역시 남구
삼호 작은도서관,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,40,14881,2,0,3,14,"울산광역시 남구 어은로 9-1, 2층 (무거동)",울산광역시 남구 삼호동주민센터,052-221-6023,132.23,132.23,http://ulsannamgu.go.kr/library/main.do,35.5502365,129.2732276,2022-05-30,3700000,울산광역시 남구
종합사회복지관 작은도서관,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,12,4858,0,0,5,7,울산광역시 남구 번영로107번길 13(달동),울산광역시 남구 종합사회복지관,052-260-2981,48,48,,35.53438207,129.3273181,2022-05-30,3700000,울산광역시 남구
힐스테이트수암1단지 작은도서관,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",13:00,17:00,0:00,0:00,0:00,0:00,14,1500,0,0,3,7,울산광역시 남구 중앙로47번길 27(수암동),울산광역시 남구 힐스테이트수암1단지 작은도서관,052-257-7730,50,50,,35.52417435,129.3145058,2022-05-30,3700000,울산광역시 남구
호반숲속 작은도서관,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일(개관예정)",15:00,17:00,0:00,0:00,0:00,0:00,6,1005,0,0,3,7,울산광역시 남구 테크노산업로82번길 52(옥동),울산광역시 남구 호반숲속 작은도서관,052-276-2700,191,191,,35.51506865,129.2944646,2022-05-30,3700000,울산광역시 남구
달동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",10:00,17:00,0:00,0:00,0:00,0:00,6,8907,0,0,5,14,울산광역시 남구 돋질로92번길 28(달동),울산광역시 남구 달동주민센터,052-226-2949,33,33,http://ulsannamgu.go.kr/library/main.do,35.5363654,129.316533,2022-05-30,3700000,울산광역시 남구
대현동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,17:30,0:00,0:00,0:00,0:00,20,13343,0,0,5,14,울산광역시 남구 수암로 182(야음동),울산광역시 남구 대현동주민센터,052-226-2802,33,33,http://ulsannamgu.go.kr/library/main.do,35.5265278,129.3267922,2022-05-30,3700000,울산광역시 남구
선암 작은도서관,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",10:00,17:00,0:00,0:00,0:00,0:00,26,12133,0,0,5,14,울산광역시 남구 두왕로174번길 59(선암동),울산광역시 남구 선암동주민센터,052-226-2804,103,103,http://ulsannamgu.go.kr/library/main.do,35.5161147,129.3156415,2022-05-30,3700000,울산광역시 남구
삼산동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,8,12247,0,0,5,14,울산광역시 남구 삼산중로131번길 36(삼산동),울산광역시 남구 삼산동주민센터,052-226-2877,33,33,http://ulsannamgu.go.kr/library/main.do,35.5444376,129.3318645,2022-05-30,3700000,울산광역시 남구
신정5동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,6,2854,0,0,5,14,울산광역시 남구 월평로 147(신정5동),울산광역시 남구 신정5동주민센터,052-226-2552,31,31,http://ulsannamgu.go.kr/library/main.do,35.54487709,129.3214024,2022-05-30,3700000,울산광역시 남구
신정4동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,17:00,0:00,0:00,0:00,0:00,12,12165,0,0,5,14,울산광역시 남구 수암로64번길 16(신정동),울산광역시 남구 신정4동주민센터,052-226-2794,54.67,54.67,http://ulsannamgu.go.kr/library/main.do,35.52935283,129.3144295,2022-05-30,3700000,울산광역시 남구
무거동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,17:00,0:00,0:00,0:00,0:00,31,17159,0,0,5,14,울산광역시 남구 신복로62번길 6-17(무거동),울산광역시 남구 무거동주민센터,052-226-2799,99,99,http://ulsannamgu.go.kr/library/main.do,35.5503963,129.2568756,2022-05-30,3700000,울산광역시 남구
옥동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,17:00,0:00,0:00,0:00,0:00,6,11705,0,0,5,14,울산광역시 남구 문수로369번길 5(옥동),울산광역시 남구 옥동주민센터,052-226-2907,18,18,http://ulsannamgu.go.kr/library/main.do,35.53527928,129.2938668,2022-05-30,3700000,울산광역시 남구
신정3동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:30,17:30,0:00,0:00,0:00,0:00,6,13276,0,0,5,14,울산광역시 남구 월평로103번길 18(신정동),울산광역시 남구 신정3동주민센터,052-226-2837,44.8,44.8,http://ulsannamgu.go.kr/library/main.do,35.5450475,129.3163808,2022-05-30,3700000,울산광역시 남구
신정2동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,30,8501,0,0,5,14,울산광역시 남구 봉월로20번길 9(신정동),울산광역시 남구 신정2동주민센터,052-226-2792,70.2,70.2,http://ulsannamgu.go.kr/library/main.do,35.5346671,129.3078652,2022-05-30,3700000,울산광역시 남구
신정1동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,6,9812,0,0,5,14,울산광역시 남구 월평로9번길 7(신정1동),울산광역시 남구 신정1동주민센터,052-226-2816,20,20,http://ulsannamgu.go.kr/library/main.do,35.5413363,129.3065464,2022-05-30,3700000,울산광역시 남구
수암동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,17:00,0:00,0:00,0:00,0:00,16,10606,0,0,5,14,울산광역시 남구 중앙로 32(야음장생포동),울산광역시 남구 수암동주민센터,052-226-2935,57.5,57.5,http://ulsannamgu.go.kr/library/main.do,35.5244626,129.3184513,2022-05-30,3700000,울산광역시 남구
야음장생포동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",9:00,17:00,0:00,0:00,0:00,0:00,12,9531,0,0,5,14,울산광역시 남구 여천로12번길 50(야음장생포동),울산광역시 남구 야음장생포동 주민센터,052-226-2861,87.32,87.32,http://ulsannamgu.go.kr/library/main.do,35.52004298,129.3399406,2022-05-30,3700000,울산광역시 남구
남부도서관,울산광역시,남구,공공도서관,"매주 월요일, 법정공휴일",7:00,23:00,7:00,23:00,0:00,0:00,944,309454,302,23454,5,14,울산광역시 남구 거마로13번길 6(옥동),울산광역시 교육청,052-259-7580,3259,4479,http://ulsannamgu.go.kr/library/main.do,35.53591572,129.2949974,2022-05-30,3700000,울산광역시 남구
월봉도서관,울산광역시,남구,작은도서관,"매주 월요일, 법정공휴일",9:00,18:00,9:00,18:00,0:00,0:00,66,22845,10,101,5,14,울산광역시 남구 번영로54번길 6(신정동),울산광역시 남구청,052-226-2377,396,273,http://ulsannamgu.go.kr/library/main.do,35.53043776,129.3312217,2022-05-30,3700000,울산광역시 남구
옥현어린이도서관,울산광역시,남구,공공도서관,"매주 월요일, 법정공휴일",9:00,18:00,9:00,18:00,0:00,0:00,113,33272,20,1377,5,14,울산광역시 남구 옥현로58번길 40(무거동),울산광역시 남구청,052-226-2370,12896,533.23,http://ulsannamgu.go.kr/library/main.do,35.53913618,129.2648785,2022-05-30,3700000,울산광역시 남구
비원도서관,대구광역시,서구,공공도서관,월요일+공휴일,09:00,18:00,09:00,17:00,00:00,00:00,59,22851,22,635,10,15,대구광역시 서구 달서천로 61안길 10,대구광역시 서구청,053-663-3871,680,822.52,http://lib.dgs.go.kr,35.88609089,128.5692882,2022-06-10,3430000,대구광역시 서구
원고개도서관,대구광역시,서구,공공도서관,금요일+공휴일,09:00,20:00,09:00,17:00,00:00,00:00,60,19964,15,685,10,15,대구광역시 서구 달서로43길 12,대구광역시 서구청,053-663-3941,790,756.73,http://lib.dgs.go.kr,35.88187546,128.5707951,2022-06-10,3430000,대구광역시 서구
서구어린이도서관,대구광역시,서구,공공도서관,월요일+공휴일,09:00,18:00,09:00,17:00,00:00,00:00,247,51672,2,1746,10,15,대구광역시 서구 문화로 123,대구광역시 서구청,053-663-3701,700,1624,http://lib.dgs.go.kr,35.87428026,128.5463795,2022-06-10,3430000,대구광역시 서구
내당4동 어린이도서관,대구광역시,서구,작은도서관,"토요일+일요일,+공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,9154,0,0,3,14,대구광역시 서구 서대구로3길 46,대구광역시 서구청,053-663-4234,,64.9,http://lib.dgs.go.kr,35.85902046,128.5518433,2022-06-10,3430000,대구광역시 서구
서구청 작은도서관,대구광역시,서구,작은도서관,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,19,1658,0,0,3,15,대구광역시 서구 국채보상로 257,대구광역시 서구청,053-663-3637,,70,http://lib.dgs.go.kr,35.87232184,128.5592911,2022-06-10,3430000,대구광역시 서구
비산7동 작은도서관,대구광역시,서구,작은도서관,월요일+일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,5607,0,0,3,15,대구광역시 서구 서대구로63안길 30-22,대구광역시 서구청,053-663-3649,,88.29,http://lib.dgs.go.kr,35.885911,128.553929,2022-06-10,3430000,대구광역시 서구
내당2.3동 드림도서관,대구광역시,서구,작은도서관,월요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,55,7567,0,8,3,15,대구광역시 서구 달서로5길 31-1,대구광역시 서구청,053-521-9100,,179.38,http://lib.dgs.go.kr,35.86432975,128.568757,2022-06-10,3430000,대구광역시 서구
달성토성마을 다락방 작은도서관,대구광역시,서구,작은도서관,월요일+일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,21,4325,1,0,3,15,대구광역시 서구 국채보상로83길 21,대구광역시 서구청,053-663-3645,,40,http://lib.dgs.go.kr,35.87331589,128.5753737,2022-06-10,3430000,대구광역시 서구
만평주민도서관,대구광역시,서구,작은도서관,토요일+일요일+공휴일,10:00,17:00,10:00,17:00,00:00,00:00,20,1250,0,162,3,10,대구광역시 서구 서대구로66길 28,사단법인 자원봉사능력개발원,053-356-0468,,84.24,http://lib.dgs.go.kr,35.887035,128.5682839,2022-06-10,3430000,대구광역시 서구
마을도서관 햇빛따라,대구광역시,서구,작은도서관,월요일+일요일+공휴일,10:00,19:00,10:00,19:00,00:00,00:00,30,12859,0,51,5,15,대구광역시 서구 북비산로 359,마을도서관 햇빛따라,070-8821-5234,,173.72,https://library.daegu.go.kr/seogulib/html.do?menu_idx=117,35.879609,128.5726818,2022-06-10,3430000,대구광역시 서구
저스트프렌즈 작은도서관,대구광역시,서구,작은도서관,일요일,10:00,18:00,00:00,00:00,00:00,00:00,20,6873,0,0,5,14,대구광역시 서구 국채보상로66길 57-2,저스트프렌즈작은도서관,070-8272-7943,,72,http://lib.dgs.go.kr,35.86682045,128.5671057,2022-06-10,3430000,대구광역시 서구
세토 작은도서관,대구광역시,서구,작은도서관,월요일,10:00,18:00,10:00,18:00,00:00,00:00,30,3030,0,150,3,7,대구광역시 서구 서대구로41길 21,세토 작은도서관,053-248-7399,,262,http://lib.dgs.go.kr,35.87653118,128.552398,2022-06-10,3430000,대구광역시 서구
별이난마을도서관,대구광역시,서구,작은도서관,없음,10:00,18:00,13:00,16:00,10:00,16:00,43,4622,0,0,3,7,대구광역시 서구 서대구로 11길 38,경운교회,053-526-2186,,82.62,http://lib.dgs.go.kr,35.86222821,128.551897,2022-06-10,3430000,대구광역시 서구
평리 작은도서관,대구광역시,서구,작은도서관,월요일+일요일+공휴일,13:00,18:00,13:00,18:00,13:00,18:00,40,4600,0,0,1,7,대구광역시 서구 통학로38길 21-1,평리교회,053-561-0635,,1166.79,http://lib.dgs.go.kr,35.877359,128.5652847,2022-06-10,3430000,대구광역시 서구
꼼지락발전소채놀이터,대구광역시,서구,작은도서관,월요일+공휴일,10:00,19:00,10:00,19:00,00:00,00:00,40,4500,0,0,1,7,대구광역시 서구 국채보상로34길 48-1,꼼지락발전소,053-216-2360,,257.22,,35.865514,128.548631,2022-06-10,3430000,대구광역시 서구
정남진도서관,전라남도,장흥군,공공도서관,매주금요일 및 법정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,377,93684,0,5403,7,14,전라남도 장흥군 장흥읍 흥성로 23,전라남도 장흥군청,061-863-5454,2409,1116.09,http://www.jhjl.kr,34.67443274,126.906606,2022-06-10,4910000,전라남도 장흥군
경상북도교육청 청송도서관,경상북도,청송군,공공도서관,매주 월요일,09:00,18:00,09:00,17:00,09:00,17:00,350,85928,89,5608,5,14,경상북도 청송군 청송읍 군청로 25,경상북도교육청 청송도서관,054-872-4905,4111,1387,http://www.gbelib.kr/cs/index.do,36.43694976,129.0551461,2022-06-15,8881000,경상북도교육청 경상북도청송교육지원청
